BUSINESS_ID,NAME,TOTAL_REVIEWS,AVG (R.STARS),,,,,,,,,
KP5OncF2jhT7_J1phHPPww,Besito Mexican Restaurant,1117,4.19427,,,,,,,,,
Dv6RfXLYe1atjgz3Xf4GGw,HipCityVeg,1116,4.200717,,,,,,,,,
fOhnSqmO4XY5vSI8whVKSA,Farmicia,1113,3.825696,,,,,,,,,
nQeu2F4xOiKoXIp-9engUw,5th & Taylor,1110,4.334234,,,,,,,,,
_NozEKb4y0jkC08DWU8ywA,Golden Flower Vietnamese,1109,3.172227,,,,,,,,,
Qlmusk0BBY0kMOd8Y96H4A,Kingfish,1109,3.969342,,,,,,,,,
UnQriKTiNsYnyPE3Rt8lTQ,Tableau,1108,4.000903,,,,,,,,,
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,1104,4.491848,,,,,,,,,
JvawJ9bSr22xn4R9oLvl_w,Desire Oyster Bar,1098,3.948998,,,,,,,,,
CziOtnFSklimJnBgksDDwA,Pascucci,1097,3.3701,,,,,,,,,
3_WGRjRrnZX2b4ZVpjmL6w,Arnold's Country Kitchen,1092,4.403846,,,,,,,,,
Bg7D8LrsW9XbYlEhT9yekw,The Dali Museum,1091,4.292392,,,,,,,,,
zT2OzXDWKK1abapHs2RUrQ,The Boardwalk Grill,1090,4.501835,,,,,,,,,
voWjA6zfmXLIbKAoqwBnug,Green Goddess,1084,4.035978,,,,,,,,,
NB5XTBuLVCn7c9Lu5SUqKg,Chauhan Ale & Masala House,1078,4.186456,,,,,,,,,
EZc2myE2mYk2h9JK9qu8gw,Finney's Crafthouse,1078,4.242115,,,,,,,,,
uR7G8I4Cef9D9R340TN24Q,Trenasse,1076,4.231413,,,,,,,,,
JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,1074,3.358473,,,,,,,,,
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,1074,3.712291,,,,,,,,,
of-GVqY0G_UDHXT9Xg_ADQ,Charlie Was a Sinner,1070,4.194393,,,,,,,,,
KlZvP_k_VEJV0G-6tTqnqQ,Pier 424 Seafood Market,1069,3.501403,,,,,,,,,
PWWGbkPC_agn-4s1Hv1W5A,Handlebar Coffee Roasters,1065,4.571831,,,,,,,,,
jQBPO3rYkNwIaOdQS5ktgQ,The Fountain On Locust,1060,4.44717,,,,,,,,,
c0F9yKr0bJuQDtG1lzDgmQ,Craft Street Kitchen - Oldsmar,1059,4.554297,,,,,,,,,
5fSPNlVUBGMExOy9lgFn0A,Columbia Restaurant,1058,3.988658,,,,,,,,,
cmvseNCdevDdxbxlz3KkWw,Shrimpys Blues Bistro,1057,4.368969,,,,,,,,,
FryXEasH74MQDnj5Bvz3QA,The Mud House,1056,4.368371,,,,,,,,,
HKS-63JzfR0DMNVLBuokYw,Mission Taco Joint - Delmar Loop,1055,4.025592,,,,,,,,,
mtvT7uRey3F395STFRM1Tg,Vernick Food & Drink,1049,4.499523,,,,,,,,,
LGYIhGqbYakMMdsn_GCzJg,Anthonino's Taverna,1045,4.351196,,,,,,,,,
eCikDKFbaeYVNdCD2beX0Q,Dat Dog,1045,4.134928,,,,,,,,,
ezB8e2rijjViprrcTdIiQQ,La Teresita Cafe,1041,3.961575,,,,,,,,,
0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,1037,3.95757,,,,,,,,,
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,1036,4.284749,,,,,,,,,
gGmqCZtOAUUqWLUJiL-Ydg,Tupelo Honey,1034,4.000967,,,,,,,,,
w_4xUt-1AyY2ZwKtnjW0Xg,Bittercreek Alehouse,1034,4.254352,,,,,,,,,
vHr8qhM4CXYB3Ol_9yS6QQ,Sushi Pier,1033,3.768635,,,,,,,,,
wm5mQ4cSpvko9WlCq07RFw,El Limon,1032,4.348837,,,,,,,,,
NIQWO-Q_F598XlAvZnFVCA,Eureka!,1030,3.746602,,,,,,,,,
YPTYOQO8Lg9BtHsRwYBY7g,Mai Lee,1030,4.083495,,,,,,,,,
ReVpjIDupK_VMPn7ZxPvOQ,Roux,1029,4.048591,,,,,,,,,
3db1R99-mdSvx3QwryJSNQ,The Camellia Grill,1028,4.121595,,,,,,,,,
_aKr7POnacW_VizRKBpCiA,Blues City Deli,1027,4.788705,,,,,,,,,
3CFVBCfjdCvESS1ogBv21A,DeSano Pizza Bakery,1027,4.288218,,,,,,,,,
j8feOxyJqlIJWOi8su2qzw,Serial Grillers,1025,4.32878,,,,,,,,,
wj8XtPyuREj8_0GQz3LZ6w,Wild Garlic Grill,1025,3.650732,,,,,,,,,
sr-5EY6bmp4jINhea06MjA,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,1024,4.035156,,,,,,,,,
P6ud6vukerhdIqpoejMFqg,Twisted Fork,1023,4.245357,,,,,,,,,
WrZaL6BxHqVqt3sAcJ-5Rg,Bluebeard,1020,4.415686,,,,,,,,,
zJmp_J8SUNosLxk6borpFg,The Wild Cow,1018,4.41945,,,,,,,,,
wUZXm4KN2wIqlfkvXVZXUw,Crema Coffee Roasters,1017,4.429695,,,,,,,,,
OCzo8T-76iJ_QVB2UX5SEQ,Killer Poboys,1016,4.110236,,,,,,,,,
XrikSy0DQ_fhVCaRRBJI-g,Kayne Prime,1015,4.213793,,,,,,,,,
MI7cUsPiQGYQRuQmn3MbtA,Boca - Tampa,1015,3.959606,,,,,,,,,
YSgcojsb2kWHXNLWaGCuBA,Pastaria,1014,4.014793,,,,,,,,,
RRCgIohWjaeGtlbpcYJBbw,Lenny's Restaurant,1014,4.462525,,,,,,,,,
9OCsSHr6OCSyR91BFIbszQ,The Original French Market Restaurant and Bar,1013,3.607108,,,,,,,,,
8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,1012,4.380435,,,,,,,,,
IJEivHHf5A8LzXXOn0o0Nw,Skull's Rainbow Room,1009,4.545094,,,,,,,,,
ZfOS7Mz-iGseNxBhlhXm_w,Lucky Dill Deli,1008,3.600198,,,,,,,,,
yeHLiKNp0hyR-ig4M6us-w,Livery - Indianapolis,1005,4.537313,,,,,,,,,
cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,1003,3.7667,,,,,,,,,
ELY0HI8GDEx0jkmREVna0A,Frankford Hall,1003,4.043868,,,,,,,,,
z_7TZeTXsDH6MmkPHQN8nQ,Ella's Americana Folk Art Cafe,1002,4.143713,,,,,,,,,
nYPzsOjvida-ne7swSPHpA,Santo Mezcal,1002,4.295409,,,,,,,,,
SCjUeZfjafJ88fWWQjRh2w,El Rey,1001,3.602398,,,,,,,,,
g-IXI3v3fOudMsyLPKb-eQ,Ruby Slipper Cafe,999,4.198198,,,,,,,,,
J6ZSgoKCLBDMMzuhM-aYGg,Eldorado Resort Casino,998,2.8998,,,,,,,,,
BHnCAV4_hgqgNZGdfXNJkA,Cajun Seafood,996,4.177711,,,,,,,,,
k-tHn9uxgWdq1ROHqwc-lw,Shells Seafood  - St Pete Beach,995,4.463317,,,,,,,,,
U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,993,4.181269,,,,,,,,,
6FX09pOrazvGT9s6_nQ7CQ,Frothy Monkey,992,3.856855,,,,,,,,,
sVZb87xjhbCWHQ2UXOGLrA,Giorgio On Pine,991,4.217962,,,,,,,,,
DPtdBtLp6ng9cAB9_rzB6g,Tootsie's Orchid Lounge,991,3.628658,,,,,,,,,
4i4kmYm9wgSNyF1b6gKphg,Nashville International Airport - BNA,990,3.578788,,,,,,,,,
b7V_5q22_eTeHlYzq1bpFw,Harbor Seafood & Oyster Bar,984,3.980691,,,,,,,,,
6pVVwtFmd7VBsgyFPHvU_w,Union Public House,984,3.604675,,,,,,,,,
Z4PF4EtM12L7nwOHZHFJNA,Seed,983,4.245168,,,,,,,,,
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,982,4.231161,,,,,,,,,
dG-gZOWzn8iO1Rvv_fbXxA,Silk City Diner & Lounge,980,3.889796,,,,,,,,,
V2xSuNLZb6QAb7GdNkI3rg,The Frog Pond,978,4.451943,,,,,,,,,
QTbahs-GVuWYL5yfdjH34A,Indianapolis International Airport - IND,978,4.233129,,,,,,,,,
QA8QLpwf_YT9C2ST5YJ0vw,Galatoire's Restaurant,975,3.570256,,,,,,,,,
C26xmwM2_OgJJi2BbL3KkQ,Dickie Brennan's Steakhouse,973,3.823227,,,,,,,,,
BnzAXu_3S2CRQOG_vMIYRw,Sands Regency,972,2.169753,,,,,,,,,
snTpO07JxjGhwJbE4RDFIA,Goldy's Breakfast Bistro,969,4.252838,,,,,,,,,
TunmRrfZb7bt53T6HJi4UQ,Bleu Sushi,967,4.301965,,,,,,,,,
NGR_aVWJ-W_KHvBDrmFP1A,Atlantis Toucan Charlie's Buffet & Grille,966,3.815735,,,,,,,,,
oFbwMxqaCJfIzAEmwaXD3Q,Johnny Sanchez,964,3.900415,,,,,,,,,
_V6hl1oGkTV2KbGeax_HPA,Sang Kee Peking Duck House,962,3.873181,,,,,,,,,
_MWbuRiTqbWEjlfxRAvzWQ,Cristino's Coal Oven Pizza,961,4.541103,,,,,,,,,
Mr7Aov2n7wPCpwaUxk8lCw,Mango,960,4.238542,,,,,,,,,
TNTBObKmICMn13T0pyAGyg,BellaBrava,959,4.051095,,,,,,,,,
8gY3LGFUMIQubovGbSd7Nw,Süp,958,4.284969,,,,,,,,,
hXvf5a798WvQtFn0Zbh2yw,Caddy's Treasure Island,948,3.585443,,,,,,,,,
GSOLNXG5-IPvNj0DPf3kOQ,Irene's,948,4.362869,,,,,,,,,
5SbXk54zWe22jg95R-8Fjw,The Stein & Vine,947,4.564942,,,,,,,,,
9ocQBw69M6V3N9LUafw2dg,Five Daughters Bakery 12south,946,4.336152,,,,,,,,,
UnBs9SfFGQ7TpE_3uYIqfg,Charley's Steak House,946,3.82241,,,,,,,,,
nTBStZYJfHGdSZJbpaBiPA,The Grill,945,4.13545,,,,,,,,,
CYSPKiVdoPX3erovujnE9Q,Harp & Crown,945,4.067725,,,,,,,,,
yoQBK3OUDqWEFoUDE5lM4w,Pere Antoine Restaurant,945,2.892063,,,,,,,,,
RscMwBafa1cZh94tGlZT_Q,Ichiban Japanese Steak House,944,3.96822,,,,,,,,,
oOSMOJptLRbmEDjp0YnEPw,Witches Brew Tours,944,4.345339,,,,,,,,,
NFzfuIFghE-HnrodHpaT6A,Garces Trading Company,943,3.791092,,,,,,,,,
AzseSGgDC6bVtMPEYo1CNQ,Creole Creamery,942,4.549894,,,,,,,,,
ECOUuwE5H1HHE8xBfNAjFg,Crescent City Brewhouse,940,3.506383,,,,,,,,,
NTiPDvC99_yK0RY9ltnLgQ,Ale Emporium,940,4.140426,,,,,,,,,
73UjNbSoQjQAOS45rcihFg,Cantina Dos Segundos,939,3.805112,,,,,,,,,
6TUOsIU1vNNQcoauKrZFCw,417 Union,934,4.066381,,,,,,,,,
KSYONgGtrK0nKXfroB-bwg,Loquita,934,4.445396,,,,,,,,,
H5Rk-aunuEzGANXCBu-NPQ,Miguel's Mexican Seafood & Grill,933,3.770632,,,,,,,,,
UlGS2NxZSiph33E3nfovRw,Whiskey Kitchen,931,3.676692,,,,,,,,,
wQUBiBqlzC6cbdkX-GaBqQ,Thai Lotus,931,4.358754,,,,,,,,,
1cncsHKApeW1ubd5d9HoJw,Hop Sing Laundromat,926,3.785097,,,,,,,,,
ZDV6ocQSe6dkMt-u011xcQ,Eat New Orleans,926,4.052916,,,,,,,,,
WZUIlyefoUhuH_VkVCEyAw,North Italia,924,4.00974,,,,,,,,,
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,924,4.387446,,,,,,,,,
3wo9jODQnuvBm8Gkem6qXg,Ruby Slipper Cafe,923,4.192849,,,,,,,,,
thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,921,4.116178,,,,,,,,,
_LgI5387qAmMuS8i6h69cg,Meril,920,4.106522,,,,,,,,,
FqOCC8Y9xryaX7sIBJcrxA,Vic Sushi Bar,920,4.107609,,,,,,,,,
yb2vAoH3E-R11yWmnT570w,Taco Bus,918,3.641612,,,,,,,,,
3JpJ3b8r5jMdAb1yPmchrQ,Prince's Hot Chicken Shack,917,3.874591,,,,,,,,,
arjkq9xxhTjwmncEsXNRmQ,Harrah's Reno,917,2.321701,,,,,,,,,
DeVlppoc8dPBhOCPrm4wmg,Harry & Izzy's,914,4.085339,,,,,,,,,
FkmUQqJCjgAYSlckQL0umw,Bobby Hebert's Cajun Cannon,913,4.002191,,,,,,,,,
mCRa6o1eEVQr1bqV4Wy6KQ,The Blind Pelican,913,3.106243,,,,,,,,,
mRpk0A4u0hnF0lNe1h4hGg,Bearcat Cafe,913,4.612267,,,,,,,,,
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,910,4.341758,,,,,,,,,
Ns8vJxhsc5ygiX7Vff1bDQ,Rippy's Bar & Grill,908,3.138767,,,,,,,,,
4J06--ty2Ydj1---IsArLw,Cantina Los Caballitos,907,3.508269,,,,,,,,,
X0vPZIkbUj22afBQz5-neA,Ford's Garage,902,3.353659,,,,,,,,,
jar_5KMQZtgOseRdUN3L0w,Sucré,902,4.231707,,,,,,,,,
ZTctPm8-lBy0iJ9dFhYhyQ,Herbsaint,901,4.061043,,,,,,,,,
sy7ADvpBA7SfHwbY-Y_5gw,Valanni,900,3.746667,,,,,,,,,
zwrgCMuZyFX46mL3piDyjg,Cup Cafe,899,4.193548,,,,,,,,,
gnpyyeWQ53WlDMJEq-YA_w,Tinto,898,4.076837,,,,,,,,,
8eDkw7CE0NKqMknPIu26fw,Two Chicks Cafe,897,4.453735,,,,,,,,,
sihT-_DtwOdnDDDJbXN22A,Cigar City Brewing,896,4.381696,,,,,,,,,
8O35ji_yOMVJmZ6bl96yhQ,St. Louis Lambert International Airport - STL,896,2.94308,,,,,,,,,
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,896,3.86942,,,,,,,,,
05ev984NYfimRN0UiFrxaA,Osteria,896,3.936384,,,,,,,,,
MWAzAdxacgzj2I64jwv57g,Power Home Remodeling,895,2.212291,,,,,,,,,
RvTHIKHaPVVp8S9cihpi5w,The Spotted Cat Music Club,895,4.328492,,,,,,,,,
AmI3LIUNwsi4023hOVGu3w,Moshulu,894,3.564877,,,,,,,,,
vXb4OWsjPoiBtmarfexj-g,Green Eggs Café,890,3.708989,,,,,,,,,
3FPi2yKCIh0Hh3iBg8faYA,Tokyo Sushi,890,3.907865,,,,,,,,,
3Ym00dQ_oqZ0zunGMLhX3Q,Prasino,888,4.101351,,,,,,,,,
MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,887,2.947012,,,,,,,,,
OHzX-ZD9qyoeoxR8Z0dlIA,Khyber Pass Pub,885,4.169492,,,,,,,,,
T2JzbrPH2GkY6XpyzNe7ow,Marché Artisan Foods,884,4.263575,,,,,,,,,
ALK-7tTvDKAzxAtIiNyh2A,Rolf and Daughters,883,4.319366,,,,,,,,,
Dzm1y59cLFt8OjTsZRUC6w,Circles Waterfront at Lands End Marina,883,3.828992,,,,,,,,,
kbXpjBSweedxQ1WrlJ5i7Q,Dan Dan,883,4.020385,,,,,,,,,
6-ixjryKFrCgue3JaHnvXQ,Pearly's Beach Eats,882,4.478458,,,,,,,,,
Cbktlvci_z4HwdqPUW-5cg,Cafe Maspero,882,3.221088,,,,,,,,,
e1WJ1qcgF2TBkoYzopeTgQ,Adolfo's,881,3.99546,,,,,,,,,
WhTRPUduXy3mRBYlmSmsKw,Mission Street Ice Cream and Yogurt - Featuring McConnell's Fine,881,4.402951,,,,,,,,,
yE1raqkLX7OZsjmX3qKIKg,Butcher & Bee,881,4.026107,,,,,,,,,
yE6aDcbbK8pmvNroXnQYQA,Majoria's Commerce Restaurant,880,4.429545,,,,,,,,,
X8hwEPRoRcLjbKVlVt1b1g,Saint Louis Zoo,878,4.602506,,,,,,,,,
sf0rWCnE4vHUlWncWOa3JQ,Midtown Eats,874,3.939359,,,,,,,,,
wIz_tZ88bj4W3VlrJTiiqQ,edison: food+drink lab,873,4.098511,,,,,,,,,
HCqmx4ENAZ76SAjoalj-MQ,Puckett's Grocery & Restaurant,873,4.152348,,,,,,,,,
NT5S6JV5wPwKOd3s3Yh1zQ,Burger Up,872,3.974771,,,,,,,,,
yZHiutcbym-xLGkmFhP-9A,Frothy Monkey,871,4.148106,,,,,,,,,
XF2SR4yNnIOGRGH9goofuA,Cassis St. Pete,869,3.406214,,,,,,,,,
5DJ2sDvM_XRndlB24DnxYw,Adele's,868,3.870968,,,,,,,,,
tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,867,4.570934,,,,,,,,,
yPxNNSmPHKO3m_kq53D4Jg,Capogiro Gelato,867,4.542099,,,,,,,,,
#NAME?,Saint Anejo,865,3.727168,,,,,,,,,
tMtI6ECD6hwM-nFp2kXLKQ,Tea Do,863,3.943221,,,,,,,,,
lqyYsXBAO6cVGR0cPCeydg,Frenchy's Saltwater Cafe,861,3.941928,,,,,,,,,
_LOJW0XkOpj4O348GVRDeQ,Zavino,861,4.176539,,,,,,,,,
iH9fT2RCB0u4cVl2HLDtqg,The Franklin Bar,858,4.087413,,,,,,,,,
Rb9QIj-NyRn_giOBN991YA,Pine State Biscuits - Reno,858,4.340326,,,,,,,,,
oCbJpGl8IkH1WdYa25TDBA,Morrow's,856,3.92757,,,,,,,,,
OZcl2HOUXAHuICrh5d2WjQ,Half & Half,856,3.858645,,,,,,,,,
d4ZPdoYxDnT6f70AZPGrcw,Sky Blue Cafe,855,3.945029,,,,,,,,,
9b-LZWsj75mmfMYuChXDkg,Ciro's,853,4.167644,,,,,,,,,
cd-rz-piYMftZtbFU82x8g,Mr. Dunderbak's,852,4.423709,,,,,,,,,
6ewV-e7-39oqYUq3yZuIyw,Sabrina's Café,852,4.066901,,,,,,,,,
HPqTJ_yF2ZJw87yHWnSzSg,City Tavern Restaurant,852,3.825117,,,,,,,,,
t5qfe9lOZiMyvHfAqwnAlw,Yard House,851,3.960047,,,,,,,,,
J8S7cPPlTgsQnXKVfTyN8g,PYT,851,2.998825,,,,,,,,,
-1B9pP_CrRBJYPICE5WbRA,Spice 28,851,3.808461,,,,,,,,,
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,851,4.06933,,,,,,,,,
UjQnH-pElJZ9jD51vOt5Rw,Wildflower,851,4.242068,,,,,,,,,
L-VNs3YquPGKVsXl2Ze-Yg,Peacemaker Lobster and Crab,850,4.148235,,,,,,,,,
5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,849,4.168433,,,,,,,,,
hjRxa6xpKOwnbUgGvVCE5Q,Sparks Coffee Shop,849,4.625442,,,,,,,,,
RnhLCG4N9MPy6ZRzq787Cg,Devil's Alley Bar & Grille,849,3.522968,,,,,,,,,
AVf4RO3bh2AAoZeCiPTQNg,Hattie B's Hot Chicken - Melrose,846,4.341608,,,,,,,,,
43MDfrU28FYjfpamNfL9GA,Zinburger,846,3.964539,,,,,,,,,
rYqmaOIULRouz_1db07OdQ,Green Eggs Cafe,844,3.957346,,,,,,,,,
63wsqoXuGgehnuGrTW4y7g,The Farm House,844,4.040284,,,,,,,,,
5CbJgHWgvjyDRw9Sl4BXhg,Yo Mama's Bar & Grill,842,4.022565,,,,,,,,,
#NAME?,Yummy House China Bistro,841,3.904875,,,,,,,,,
UjOq8dBVNv9weHrVDqm3kQ,Hotel Milo Santa Barbara,841,2.915577,,,,,,,,,
qsm7SkX60JsajT7Yz248FA,Café Soho,840,3.877381,,,,,,,,,
f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,839,4.601907,,,,,,,,,
sK0eAOorT6sf2mF5sjEAzg,Sesame Place,839,2.887962,,,,,,,,,
qsAZNQ-6P4I9r7onkBZJ_g,Percy Street Barbecue,839,3.865316,,,,,,,,,
3Z4rhPFO6XWJRQipEIZCWA,Casa Tina,839,3.625745,,,,,,,,,
tELoGj2QJYYFQ1jo_XXbpA,Robert's Western World,837,4.41816,,,,,,,,,
FGGDERcsTDYt6uLHPWEKrw,Martin's Bar-B-Que Joint,837,4.151732,,,,,,,,,
YSRM9nWQn40eg49tSiI-_Q,Mi Nidito Restaurant,835,3.917365,,,,,,,,,
HyZCLz5O3n24ne8gLgfvCQ,Stillwaters Tavern,834,3.954436,,,,,,,,,
ZF0tt7hn6WK3-aNWgtLcFA,Eastern State Penitentiary Historic Site,833,4.619448,,,,,,,,,
CTZEnTsW2JYN2NH1BCAaZw,Darfons Restaurant & Lounge,832,4.295673,,,,,,,,,
DvBdqAA3XleMaOMwBl7g4g,Kona Grill - Tampa,832,3.519231,,,,,,,,,
Q6BQcgabriKd5wPxvzOIWg,Sucré,831,4.34657,,,,,,,,,
60PRpOidld9weYzjWwlMaQ,Meals From The Heart Cafe,831,4.533093,,,,,,,,,
OJEiB_a2I_gxC-ZeayI94A,Another Broken Egg Cafe,830,4.118072,,,,,,,,,
8QqnRpM-QxGsjDNuu0E57A,Carlillos Cocina,830,4.809639,,,,,,,,,
vj6AetpADpHOYtMRZsXX3g,Los Agaves,829,4.219542,,,,,,,,,
swVdc9piXvG0AXwL-F0GfQ,Gallier Restaurant & Oyster Bar,828,4.288647,,,,,,,,,
14QP5lOdrTAVVCDDuHIAUg,Tucson Tamale Company,828,4.184783,,,,,,,,,
V0SHmvYtXqdv8-AsqshV6w,Smokin Bettys,828,3.512077,,,,,,,,,
vWyg7n0gGVinsrSj68GDeQ,Hash House A Go Go,828,3.461353,,,,,,,,,
I0I2mkCOPTYVSLpc8A8VVw,Compère Lapin,827,4.266022,,,,,,,,,
trwHwsXOVV-ZmF-MtP98BA,High Street Philadelphia,825,4.210909,,,,,,,,,
oqbhVgliVJH-iRa3AnD-3A,Elixr Coffee Roasters,825,4.353939,,,,,,,,,
XJ1KN2kQGBIo8h1nWvZNzw,Rick's Cafe Boatyard,824,3.646845,,,,,,,,,
CG1Bb2MTraJYTHCPFm72XA,Red Dog Diner,824,4.497573,,,,,,,,,
csS_UrBujOvjASbX3gLW7w,Bobby's Burger Palace,824,3.463592,,,,,,,,,
kxOR-Z62MnMUlCZWQmd2iQ,Ceviche Tapas Bar And Restaurant,823,4.001215,,,,,,,,,
GVWcwqUD-ekCMQ0x2Ke6Ww,Ocean Prime,823,4.286756,,,,,,,,,
jmwasbZfgj3honf79qKsnA,Street- Taco and Beer Co.,821,4.306943,,,,,,,,,
SwBhaxfQPbyhsi0QHUAN0A,Seminole Hard Rock Hotel & Casino Tampa,821,2.707674,,,,,,,,,
WMkiheTT-8kRslImVLWMVw,Standard Tap,820,3.884146,,,,,,,,,
DOoJrrsqGzZN2FqzvllKnQ,Taco Mamacita,820,3.895122,,,,,,,,,
VhBW615VRkiQLP03oAZ59Q,Ijji 2 Sushi & Japanese Steakhouse,819,3.648352,,,,,,,,,
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,819,4.240537,,,,,,,,,
P-TC0VSnUsct3NhYrj5xOA,Thinh An Kitchen & Tofu,819,4.496947,,,,,,,,,
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,818,3.930318,,,,,,,,,
dybSe2rNDk1hNMpes9y7Rw,Gate 1 Travel,818,3.673594,,,,,,,,,
3gVSrS4kffGGZT8oXHsIcw,Pod,818,3.51956,,,,,,,,,
z4pCmH_yphNtse3ySNCzFw,Palm Pavilion Beachside Grill & Bar,818,3.616137,,,,,,,,,
YvrV_Tc9syF2Wch0HOIT3A,Flamingo A-Go-Go,817,3.676867,,,,,,,,,
AhVvuzwWQU__CligbY4r0Q,Juan's Flying Burrito,815,4.007362,,,,,,,,,
aI3B47Y_AUYFP5K5JAYrlA,Polite Society,815,4.618405,,,,,,,,,
BY-du320SIHBR9MYUrZSZg,Keegan's Seafood Grille,814,4.143735,,,,,,,,,
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,814,4.390663,,,,,,,,,
VXAPhFVCpwUjG2JIYCHRnw,Mesh Restaurant,812,3.966749,,,,,,,,,
_h94BxrrFKPvzUIRx3Xkhg,Saints And Sinners,811,3.652281,,,,,,,,,
Fs4T7lKpXVtD5Pz7jWSJeg,Coquette,811,4.330456,,,,,,,,,
BxfvdHqETU8jWYUjx5OL2A,Shake Shack,809,3.657602,,,,,,,,,
oqP1oQEycpp4J6u5YebRoQ,American Social,807,3.650558,,,,,,,,,
44Xh-IjWDSn7XTw1hzO50g,Dutch Eating Place,807,4.319703,,,,,,,,,
dgyKoIYEYrmRK_hktWBZdA,The Getaway,806,3.066998,,,,,,,,,
UboXRwy2UBVH91pAwHiK_w,Weber Grill Restaurant,805,3.76646,,,,,,,,,
wbDRmtxaKRpBOjutvV6TEA,Barclay Prime,805,4.406211,,,,,,,,,
ecI3FBTM0f99Fnml3kNKfg,Arnaud's Restaurant,804,3.731343,,,,,,,,,
5hAUdFPi1QFJJOlFReVexg,Fogo de Chao Brazilian Steakhouse,804,4.011194,,,,,,,,,
vP_Rkh68ohANnCL-nXED6Q,Union 50,804,4.358209,,,,,,,,,
0ZsqqzHu1HHkDdIKoivi5g,Goody Goody Burgers,803,3.716065,,,,,,,,,
UuRZpgZsHX7PyykHV3wbZg,Crushcakes & Cafe,802,3.815461,,,,,,,,,
9gObo5ltOMo6UgsaXaHPWA,R2L,802,3.602244,,,,,,,,,
Q-prSTdggNlxAEFV88BZOw,Tria Cafe Wash West,801,4.470662,,,,,,,,,
o1DuWXCV_kg_mSqNOxUdew,Ijji 4,801,4.21598,,,,,,,,,
IQ-FUxpwpibrfOpj6d8Asg,Cafe Du Monde,801,3.978777,,,,,,,,,
PwbeSKSCBnqXJlAxEaUrnA,Rosepepper Mexican Grill,800,3.205,,,,,,,,,
zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,799,3.841051,,,,,,,,,
6zEWIsb6Lhr3BeoC3gm1lw,Chickie's and Pete's,798,2.548872,,,,,,,,,
qxRTFagnexBZgDe055CjkQ,Seasons 52,798,3.83208,,,,,,,,,
4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,797,4.346299,,,,,,,,,
v4AMcIZ--hXZuJIg3luUgg,Tamira,797,4.519448,,,,,,,,,
04l8PYcuYQeEkEhJCbhtOA,Ruby Slipper Cafe,795,4.442767,,,,,,,,,
_OMGZ3TXOfN2By7skat_bw,Drunken Fish - Central West End,795,3.685535,,,,,,,,,
uSIGgRScZmpWlEcHtoaWlA,Blanco Tacos + Tequila,795,3.724528,,,,,,,,,
fivoAD6x6jXJRiEZwhpcEQ,Amis Trattoria,792,3.97601,,,,,,,,,
ompDR5sUDpoI6gnTldmneQ,The Praline Connection,791,3.413401,,,,,,,,,
8j3blTZChklt3j89jxx0fw,Brauhaus Schmitz,791,3.905183,,,,,,,,,
j4kYliTkKf7k-oDqVgyXYA,Manning's Sports Bar and Grill,790,2.781013,,,,,,,,,
zWfzgYe2nT9mHYm_vl1Ukw,Mopho,790,3.948101,,,,,,,,,
Q4h1hSX21mzSEUfZ6iU3iQ,Rumba Island Bar & Grill,789,4.051965,,,,,,,,,
hS6KNGCQVTYUdLb2edt58g,Steamboat Natchez,788,3.667513,,,,,,,,,
1fy9fS3UH2k4TfQcryNKkA,Goedeker's,788,1.544416,,,,,,,,,
YMOCOlONOae4zaiKImTnTQ,Reef Sushi & Sake,788,3.166244,,,,,,,,,
Ppy-UN5RptIog4AvNnAM-g,Acme Oyster House,788,3.968274,,,,,,,,,
1aj1hnqPt3rqoB8tVRHLEA,Hotel Monteleone,787,3.983482,,,,,,,,,
k8hFz4Gty5dHlDV4Wt8FqA,Southwest Diner,785,4.463694,,,,,,,,,
AaTpjyw-EiODgi3tR4Xr-g,Estia,785,4.110828,,,,,,,,,
