CITY,BUSINESS_ID,NAME,TOTAL_REVIEWS,RN,,,,,,,
Goleta,27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,814,2,,,,,,,
Goleta,#NAME?,Beachside Bar-Cafe,654,3,,,,,,,
Goleta,2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,576,4,,,,,,,
Goleta,uGo0TCVNOcDQxMArUU0Jrw,Cajun Kitchen Cafe,572,5,,,,,,,
Madiera Beach,NLwZs00rVfn5AIYxP9HJOw,M.R. Electricians,7,1,,,,,,,
St Albert,FvkSgBooMT5kfgXbU4FE9w,Jack's Burger Shack,121,1,,,,,,,
St Albert,IG1MLst7GcptliBDES8ycw,Wild Earth Bakery & Café,80,2,,,,,,,
St Albert,zQ-CO0jHvJEsr3HRWHnobw,Nello's Restaurant,59,3,,,,,,,
St Albert,J3xQp9z62rS-a3Vc8TEgYw,The Enjoy Centre,55,4,,,,,,,
St Albert,JmUbUSH1NWzmkA4Sh5o18Q,Socrates Restaurant,42,5,,,,,,,
Ladue,ZURsetoygYdSgmDwHnyiAg,Pei Wei,98,1,,,,,,,
Ladue,zfI3LZEvJigcoLYmvOa_Dg,MOD Pizza,91,2,,,,,,,
Ladue,iuMgRRc5WyqIabHXz1Faxg,European Wax Center,57,3,,,,,,,
Ladue,1A9p0iMiPsIqC0iDRMfZow,Starbucks,48,4,,,,,,,
Ladue,I6eiQMXVyfMpoIsI_ZarOw,Pure Barre,35,5,,,,,,,
Dresher,Ofm7soBEOvHPk3kDDmNOQg,Ra's Very Eatery,133,1,,,,,,,
Dresher,DNjgxBAUdya4sIAvy15b8A,Jarrettown Hotel Italian Restaurant,109,2,,,,,,,
Dresher,xQ6EVfXRofhPUCveg1m7Sg,Umami Umami,104,3,,,,,,,
Dresher,6LztYkV0YY0q9Ky93JKQVQ,West Ave,74,4,,,,,,,
Dresher,c21fgdWZTPmyC_z0cEMDnw,The Simple Greek,69,5,,,,,,,
Manchester,HI6KEZt6T4Hk-HHUmcX3zg,Fuzzy's Taco Shop,258,1,,,,,,,
Manchester,fi264Jd5ThtqP-QIgzzong,Shahrazad Mediterranean Restaurant,201,2,,,,,,,
Manchester,P0-DrcqRjYEVqWBf84WPZw,Senor Pique,116,3,,,,,,,
Manchester,DiHcWtzRgrAuOMEbAMwNag,Lazy River Grill,105,4,,,,,,,
Manchester,lF69QF7j-BHpuTlOQkscTA,Costco,94,5,,,,,,,
Nsshville,L8xPJWQesT35s7Wq7Y_CUA,Gap Factory,11,1,,,,,,,
South Roxana,ANYJZyOVYE7b0QGRjf0JgQ,CP Pinball,18,1,,,,,,,
St Pete,4D1bpaK80jcfniPSo4WsGw,Glory Days Grill,258,1,,,,,,,
St Pete,4YDltHTg_jiKxM9FMa1-LQ,Two Fold Bicycle Shop,8,2,,,,,,,
Largo,IhWg_9ceUBP1z7fvxlA9Uw,Frida's Cafe & Bakery,365,1,,,,,,,
Largo,FkoX3Ux9STu2FAd926FlbA,Speggtacular,348,2,,,,,,,
Largo,GwfLqn_jOeYMvmgcL4om1w,German Bistro 2,316,3,,,,,,,
Largo,u2TS10wcSbPw8isxdjcAjw,Roosterfish Grill,277,4,,,,,,,
Largo,5FZWwOwiq1d04O5-oENxng,Big Jim's Famous Steaks Tavern & Tap,272,5,,,,,,,
Lawrence,VEwHudSzAsCW_ISBERlhew,Culver's,61,1,,,,,,,
Lawrence,3eJlEkRmcJODPMOp-cJkcA,McDonald's,51,2,,,,,,,
Lawrence,Hg-vRAD8Xs12EdfsKuMF7g,J's Wings & Seafood,41,3,,,,,,,
Lawrence,eGFnSmJ2-t4dpyr8GFJI9g,Lord Ashley's Pub & Eatery,39,4,,,,,,,
Lawrence,DUn-V3XYMeSTxwEELMn7Tg,Waffle House,35,5,,,,,,,
Wallingford,5uheDJY2gpu7HngQqrLHIw,Cycle Fit of Delaware County,43,1,,,,,,,
Wallingford,_T_uAA8QWu55WWerljCYug,La Cannelle Cafe,42,2,,,,,,,
Wallingford,Wjl73qDBmUlbuTWcJ-gpCA,Wilson Oil and Propane,15,3,,,,,,,
Wallingford,RiSfITkAjsaB6YgYwWB_2Q,Cangemi Plumbing LLC,14,4,,,,,,,
Wallingford,9Pox37z_QekA3xbjwxIhdg,Community Arts Center,13,5,,,,,,,
College Place,qbh_Xg-wfgk_qINdyApMag,Valvoline Instant Oil Change,13,1,,,,,,,
New Britain,88zDw9OjqiR17sGDA5iagw,Sakana Sushi Asian Fusion Restaurant,41,1,,,,,,,
New Britain,AqjyQXSBAFeFluEEZ75CZg,Duck Deli,30,2,,,,,,,
New Britain,OIaofZqg0PTnf7srCDlxPg,Nico's Pizza,29,3,,,,,,,
New Britain,1Taf2sqGwRY3iEPqPcd6nA,New Britain Veterinary Clinic,21,4,,,,,,,
New Britain,j-FzPfweAtutNgBYfqWvQw,Bucks County Folk Music,17,5,,,,,,,
Richmond Heights,chUeS0h9C8KGfyJO2Jqgew,Fozzie's Sandwich Emporium,512,1,,,,,,,
Richmond Heights,_5rx2qVN9rkiohyzfdlo0A,P.F. Chang's,250,2,,,,,,,
Richmond Heights,8JRdV8M8b2bIZGH92gMQ0Q,Coma Coffee Roasters,163,3,,,,,,,
Richmond Heights,ufGB0jjQx6J01IKgYCOj5w,Texas de Brazil,121,4,,,,,,,
Richmond Heights,17xOCrWgZwT4iAx-24NETw,Pointer's,117,5,,,,,,,
St Charles,0wQCEcpZ57TmTm6EmEDsIw,Hendricks BBQ,597,1,,,,,,,
St Charles,1bJxvwuMTyXmQGu90WLPhA,Firebirds Wood Fired Grill,425,2,,,,,,,
St Charles,cw1Zl4UCDt6gQyMayRLV6Q,Trailhead Brewing,391,3,,,,,,,
St Charles,2MENWD-g4QVbeMVGdCGC6A,Sushi Ai,248,4,,,,,,,
St Charles,jJL3HcGjgtcUdLub93ZxNA,Bike Stop Cafe,206,5,,,,,,,
Lionville,ton5qGxwVnygwxeGaFJO3Q,Vickers,60,1,,,,,,,
Lionville,UHyculLt-04wbzQ-hUwLoQ,Pickering Valley Feed & Farm Store,18,2,,,,,,,
Lionville,E4hgF2y1DiDdijo7rcOrLA,Starbucks,17,3,,,,,,,
Lionville,GpN4ZVRZaU2jaixGjqCCXQ,CJ's Tire & Automotive,16,4,,,,,,,
Lionville,#NAME?,Hoss's Steak & Sea House,5,5,,,,,,,
Flourtown,fq44yNPMuN0dF5ZHdDuvYw,Movie Tavern Flourtown,422,1,,,,,,,
Flourtown,h82_S_QDq8V1htf30pZq2w,Scoogis Classic Italian,132,2,,,,,,,
Flourtown,xppn6ViiUkZT_K_OswcB7g,Tamarindos Restaurant,126,3,,,,,,,
Flourtown,qZESNk2maE2eukjXU6FYfA,Halligan's Pub,76,4,,,,,,,
Flourtown,0K8pNho9xlV0DxNhcg8eug,El Limon Flourtown,71,5,,,,,,,
DELRAN,qI8XwSzwEm_jvJxk4oX38Q,Star Restaurant,89,1,,,,,,,
Saint Louis,dwMQmsBKuMtdbZLpEgyWkg,Forever 21,20,1,,,,,,,
MacDill AFB,tfQ8YuKH4BNpMRzTGN_LsQ,MacDill Inn,21,1,,,,,,,
St. Charles,3Ym00dQ_oqZ0zunGMLhX3Q,Prasino,888,1,,,,,,,
St. Charles,xxvgV_6FrRzXPhpT8EWXUg,Tucanos Brazilian Grill,499,2,,,,,,,
St. Charles,VoWTUhG2OfLWFUTM1HoeVw,Mission Taco Joint - Streets of St. Charles,328,3,,,,,,,
St. Charles,gmsVPTN-aGPl05fMgrRAfA,Bella Vino Wine Bar & Tapas,270,4,,,,,,,
St. Charles,VSTZS_Rd_R6NFBwjRVPlJA,Dewey's Pizza,262,5,,,,,,,
Lithia,Le1rvS2UlAPvolgWKAiH8A,The Scrambled Egg,131,1,,,,,,,
Lithia,2AVA3WSH76LXCCBEzSKNqQ,Fishhawk Pizza,117,2,,,,,,,
Lithia,RkzE1UTCiLcMeGN8tVOFcg,Outback Steakhouse,105,3,,,,,,,
Lithia,dh04zdQgpv6N0SROM0qIjw,Taco Yolo FishHawk Ranch,100,4,,,,,,,
Lithia,pf0vpKSVYiXt4dWQEpMjFw,Wayback Burgers,81,5,,,,,,,
Saint Ann,9llupBLdHKFzfawIk6I74w,Seoul Garden Korean Restaurant,294,1,,,,,,,
Saint Ann,OrzCInxEE8FlVYO-U5wemA,Bandana's Bar-B Q - St. Ann,234,2,,,,,,,
Saint Ann,QAMJIJQ7SMO-C5xUN37iIw,Sweet Spot Cafe,174,3,,,,,,,
Saint Ann,ZnxGRJpKHRQ0SAYSJk4SFw,Sunrise Family Restaurant,88,4,,,,,,,
Saint Ann,T3XlULrPy0XArZ663R-SNg,Dollar Car Rental,81,5,,,,,,,
Violet,tZy556-b1uO9pcy0WsumIA,Charlie's Restaurant & Catering,78,1,,,,,,,
Violet,GSYoFZQoqKPdO-BXe9i7tw,Happiness Bayou Tours,33,2,,,,,,,
Violet,MNFzJSfesy5ofSa6yWp7mA,Penny's Cafe,17,3,,,,,,,
Violet,VBwx58mChsZFv2a34I4wZA,Dave's Wingz N Thingz,7,4,,,,,,,
Violet,lBGKqAYOlDn6xeXSwqQaNw,Huey P's Pizzeria & Daiquiris,6,5,,,,,,,
Upper Darby,SsdCrUeZlHqqGOWTfZ95Cw,Pica's Restaurant of Upper Darby,274,1,,,,,,,
Upper Darby,WDLwnD4FUOkKylMkj_FCXA,Korean Grill House,227,2,,,,,,,
Upper Darby,4Ys7xbHfIKiCWRw2_7gJ-Q,Llanerch Diner,225,3,,,,,,,
Upper Darby,ob5gqlNhg10c7y9aTyvEAQ,Studio Movie Grill,209,4,,,,,,,
Upper Darby,QbA56K4J-zOdFiviga5O7A,Wilson's Secret Sauce,196,5,,,,,,,
LITHIA,S_9YbiMLXILvAGojZ1mKRw,Sonic Drive-In,27,1,,,,,,,
Ybor City,H2pjAMidnNNIf_R5PYSeHw,Bad Monkey,74,1,,,,,,,
Ybor City,hyZXtw5clgiDixYPjdZq1A,Bobby Pin Hair Gallery,26,2,,,,,,,
Ybor City,NyXivJ-ulLymG849FD7FyQ,Jamison B Breadhouse Bakes,21,3,,,,,,,
Cold Springs,HjA8IoN4W4OJxMcLz9lC-g,Village Grill,66,1,,,,,,,
Cold Springs,w2GJne9PdbukBeLNoFMX3w,Chuck's Circle C Market,5,2,,,,,,,
Mt. Holly,jDC3ndJO_Vq6f5r38szgOA,Friendly's,27,1,,,,,,,
Winslow Township,FFuWdRjOHbOHBLPtcUgk6w,Mz. Eazy Cafe',33,1,,,,,,,
Winslow Township,xMpup9_G3KGT8KYlOgAQYQ,Carribean Soul,29,2,,,,,,,
Winslow Township,yRqPrbMCpJwZcwgoocQFUw,Rio Nails & Spa,21,3,,,,,,,
Winslow Township,dCuMc7Q2lpSZRRqWVl69rA,South of the Border,10,4,,,,,,,
Winslow Township,P5dGakYlHtxwF9sVMscPtA,Briole's Pizza,7,5,,,,,,,
Edgewater Park,M9VkaxbqNBOq38rccYwFYg,Delicious Dishes,83,1,,,,,,,
Edgewater Park,lPFxRE60qsZEMm-lxTNixQ,Auto Direct Cars,66,2,,,,,,,
Edgewater Park,DPNLK0Imn8Cf4D0_HyGbLg,The 45th Street Pub,61,3,,,,,,,
Edgewater Park,zk7tV01E9N_VenizNqX6yA,Crystal Diner,31,4,,,,,,,
Edgewater Park,DDvFhPerP-U0YTwVdYFoNA,Cramp's Liquor Store,14,5,,,,,,,
Audubon ,P7oAQxDu8rapFn8QY0nmyA,LesbiVeggies,52,1,,,,,,,
South Burlington,Hr6IQ65V7bU5g524z8ktxw,Dodge Chrysler Jeep City,33,1,,,,,,,
Hermitage,eKiGCVA8bcj6sw3ODW1HHA,Nadeen's Hermitage Haven,571,1,,,,,,,
Hermitage,VHw4q0f8WmajCUD2wGXBDA,First Watch,393,2,,,,,,,
Hermitage,v_wAk6pCbtKmcQfEKQBOPg,Papa Turney's,321,3,,,,,,,
Hermitage,YOmh25YRJSDuGqt7zjEHEA,Gondola House Pizzeria,283,4,,,,,,,
Hermitage,Y9fDFqOmBLP3edNen-D39A,JB's Pour House,248,5,,,,,,,
Dunedin,3Z4rhPFO6XWJRQipEIZCWA,Casa Tina,839,1,,,,,,,
Dunedin,g0cUlBQ2pGRxWtL6qwyeIg,Clear Sky Draught Haus,779,2,,,,,,,
Dunedin,UakVMT3xrpbFB2pHdxPjnw,Crown & Bull,709,3,,,,,,,
Dunedin,llLvHJgkKQNfzgtKf6p3BQ,Dunedin Brewery,605,4,,,,,,,
Dunedin,8pAGj4Sc7YhloW2H6sV30A,The Living Room on Main,573,5,,,,,,,
Downtown Indianapolis,XZePqGl3BLiYyrvCaouqqw,Orangetheory Fitness Downtown Indianapolis,17,1,,,,,,,
Madison,05wBSwtKBCad4B9GpzXY_g,Yazoo Brewing Company,443,1,,,,,,,
Madison,s2QNCS8eIOS5DWKw7C-7qw,Slow Burn Hot Chicken,299,2,,,,,,,
Madison,0nMdZRSeaABr2PRbs_cpiw,China Cottage Restaurant,162,3,,,,,,,
Madison,M9yGovzfImwcj31b7BztYQ,Sapporo,160,4,,,,,,,
Madison,plVe3iG2c2o7yhGI1U8GcA,Arigato Sayonara,135,5,,,,,,,
Chester,MWAzAdxacgzj2I64jwv57g,Power Home Remodeling,895,1,,,,,,,
Chester,D00oq_GL2RzcSiHh2QLP3A,Harrah's Philadelphia Casino & Racetrack,182,2,,,,,,,
Chester,6wpBGLsJaaox7ab4wrGXLA,Guy Fieri's Philly Kitchen + Bar,133,3,,,,,,,
Chester,_tXAxmy9neZ5_UgmrKcJaA,Subaru Park,101,4,,,,,,,
Chester,Jw-ENQw-OGGwpM3nA3ywqw,Best Western Plus Philadelphia Airport South,53,5,,,,,,,
Elk Township,sdNfikb6sryAjRxey-ZV8w,Papa Luigi,6,1,,,,,,,
Tampa ,sPXjGTPQ8U6D6ZD5gFNkFg,Official Window Tinting,8,1,,,,,,,
Mt Laurel Township,qDHInkhNalPHQi8rYi9kjA,Ulta Beauty,40,1,,,,,,,
Mt Laurel Township,Piyj0yk6OsCQMC9TXS0QMQ,Laurel Acres Park,27,2,,,,,,,
Mt Laurel Township,j2i2UplX_ksZBdUK7NvjJw,Veterinary Dentistry Specialists,11,3,,,,,,,
Mt Laurel Township,pwJywHGIMVVl4JKR8c348g,Nu Look Home Design,11,4,,,,,,,
Meterie,UHsgYAlrTV4nrBZRPj6xCw,Jerusalem Stone,5,1,,,,,,,
Tarpon Springs,l4IeGBHXV2E8S8COd9rx9A,Rusty Bellies,1477,1,,,,,,,
Tarpon Springs,TV81bpCQ6p6o4Hau5hk-zw,Hellas Restaurant,1456,2,,,,,,,
Tarpon Springs,6K3i3-hBaRgNAJi03mt1fA,Johnny Grits Tarpon Springs,442,3,,,,,,,
Tarpon Springs,UgXqPDWEMtPaptUZ_KsSOw,Mama's Greek Cuisine,438,4,,,,,,,
Tarpon Springs,K7vvEwRd6Y8gRftjeuASuQ,Mykonos,420,5,,,,,,,
San Anselmo,wr5S7ve1Wx9AOUnUkq3z8g,The Acne Specialist,17,1,,,,,,,
Mandeville,N754suwiInt2naBgkisRKQ,Custom Outdoor Concepts,5,1,,,,,,,
NEW PRT RCHY,IWrQYB2I3KDtI_nAiI8v_Q,Eee plumbing & drain cleaning,5,1,,,,,,,
Beaumont,WUhxf3zQrWIbFN1rMd71aA,Chartier,172,1,,,,,,,
Beaumont,37pQ84HCRxpVRLjTNTPV7Q,Maina's Donair,12,2,,,,,,,
Beaumont,dEpvByPMG0BZ3E9JOem0NQ,Boston Pizza,10,3,,,,,,,
Beaumont,Bs3AMW-pIAwHgNFrmB55jg,Wild Wing,10,4,,,,,,,
Beaumont,z-KhjAolUgorZVWSFbVqnQ,Crepe & Shake Cafe,8,5,,,,,,,
Wesley Chapel ,pVd0WvUzVv3K7reg--dscA,Divine Treats,8,1,,,,,,,
Stroudsburg,Aeq1zp0xCYKK_Vtdq0iruQ,Young's Medical Equipment,8,1,,,,,,,
Hazelwood,GS3IOUMQxua3zH_z_sUVMQ,Kaslik Mediterranean Cuisine,117,1,,,,,,,
Hazelwood,21Yrp9EY9pI09qy-YYBhVg,Tony's Donuts,93,2,,,,,,,
Hazelwood,41phoipLpU385KPcAXbzMA,Home Decorators Collection,92,3,,,,,,,
Hazelwood,o9KU4BdH5LQOJJFcLGZQpg,Pueblo Nuevo Mexican Restaurante & Cantina,92,4,,,,,,,
Hazelwood,0JAeVS-R6AAbX8nAfF65Ww,Napleton Hyundai,80,5,,,,,,,
Jennings,Mnr3Qp-sPIpuIjKzENqxVg,Krab Kingz,18,1,,,,,,,
Jennings,3vIIV9SNBbP9TxB9iHXlPg,Chopstix Asian Kitchen,10,2,,,,,,,
Jennings,PbLOYYF-qoENx6Cy2zLK7w,China King,9,3,,,,,,,
Jennings,JmOL5qRHdqVqTQ1dp2ZKSQ,Sonic Drive-In,8,4,,,,,,,
Jennings,aSJdDcspNCf-2oNF2E6SJQ,White Castle,6,5,,,,,,,
Boothwyn,p5OEYAsKeMjNKZI-gZiQrg,Oriental Pearl Restaurant,163,1,,,,,,,
Boothwyn,dISs1oH_xeNAOOEcmJiGZQ,Cajun Kate's,143,2,,,,,,,
Boothwyn,UgE83rn1dh0q1GSBNmXmmg,Mad Greek,80,3,,,,,,,
Boothwyn,42vNowh6duuZ0vGtCkRVkA,Don's Deli and Catering,51,4,,,,,,,
Boothwyn,#NAME?,Len The Plumber,49,5,,,,,,,
St.  Charles,qAwhPrxjEuHjNY9h7X01YA,Frontier Perk Cafe,58,1,,,,,,,
Forest Grove,XfPNKJ0yH6HexvLV87jvaA,Black Car Service of Bucks County,7,1,,,,,,,
Oro Valley,APQWf69OTUQwbYssNNgjCw,Harvest Oro Valley,594,1,,,,,,,
Oro Valley,hAZgCi6lPrO3jk6SAyWgKg,Noble Hops Gastropub,591,2,,,,,,,
Oro Valley,t47GOxTM-RpfNs0IqHzJTg,Saffron Indian Bistro,554,3,,,,,,,
Oro Valley,dyVKL3qKsz_XDxtjpbNcgQ,El Charro Cafe,460,4,,,,,,,
Oro Valley,L9wEU391_zUl9eWe7RtxKQ,The Keg Steakhouse and Bar - Oro Valley,323,5,,,,,,,
S Pasadena,yTAiEvL7eyWD05WxUV4iVQ,Health Food Plus & Herbs,6,1,,,,,,,
Merchantville,W_SQ6CfxAZFx6liHLPyajg,Blue Monkey Tavern,275,1,,,,,,,
Merchantville,BHr61F1axG27d-gFNUF9cw,Tortilla Press Cantina,154,2,,,,,,,
Merchantville,QjPk-rOqaiWlZ1KQeJpQ2w,Pinsetter Bar & Bowl,115,3,,,,,,,
Merchantville,UQssxfQY7LcLEtagk9ecog,Aroma Indian Bistro,107,4,,,,,,,
Merchantville,oupzw1YOph1U_GmP_cWxUg,Park Place Café and Restaurant,90,5,,,,,,,
Hollywood,MfWuOpIEVda0oUKZEbWnbg,Domino's Pizza,23,1,,,,,,,
Masaryktown,Eftz2lg1b9Hb1UHpxF1Edw,Cafe Masaryktown,107,1,,,,,,,
Masaryktown,fX5pEdKyPVNGphwxc67ocA,Sweetfields Farm,53,2,,,,,,,
Masaryktown,60npHHmSY1ag0dp8V2f71g,Harvestmoon Fun Farm,15,3,,,,,,,
Masaryktown,h9TELKqDMA4JasibQPzELw,Masaryk Winery,10,4,,,,,,,
Masaryktown,1q54Dq02nSFa9NFbu0Tbxw,Upicktopia,5,5,,,,,,,
Boyertown,g0rCtQnK8sYOGCUKg64UyA,The Other Farm Brewing Company,73,1,,,,,,,
Boyertown,abvsCLYEOvhsWSlgiTvbCQ,Firefly Cafe and Outpost,69,2,,,,,,,
Boyertown,OnR86SBjEMUg60cCyOxQ9w,The Jukebox Cafe,54,3,,,,,,,
Boyertown,n_Dd2ZreYlX8Xg1Vw47BXQ,Grind,54,4,,,,,,,
Boyertown,qPcM_w2tVmj6i3BoyA3Pug,Saville's Diner,49,5,,,,,,,
saint petersburg,nV1JfHM2QQphifQzSSAaJQ,Ashe Couture Boutique,19,1,,,,,,,
South Tampa,qc-xhHvmyzyrBAOZUeleig,Sushi Ninja Tampa,354,1,,,,,,,
South Tampa,Z-aLyuqHB_sjwAgLveNamQ,Sprouts Farmers Market,93,2,,,,,,,
Johnson,K7Q2RiHTf0_RN5SBQE_Rgw,Royal Spoil Nail Spa,19,1,,,,,,,
West Nashville,RhXZ30HQ3hxoirzfQkI5eA,Coco's Event Center,5,1,,,,,,,
Twin oaks,5TwL860EimoCqwj6eC77qg,Nail Time,8,1,,,,,,,
Cherry Hil,bLpmJpVfP9sRwzhlnJ2F8g,Royal Mile Coffee Roasters,16,1,,,,,,,
Marana,H8sMOMClc3d90UMv-JsMHA,La Olla Mexican Cafe,288,1,,,,,,,
Marana,OcWjOka2Ni3IpOSotlVDbA,"The Ritz-Carlton, Dove Mountain",286,2,,,,,,,
Marana,98WBvrn7wzu_93zc7fRfzQ,Vero Amore - Dove,265,3,,,,,,,
Marana,jzAN3WQf-iJY3AURfh1cYw,Mantis Gourmet Chinese Food,230,4,,,,,,,
Marana,gJAfdLAkzLS08cGNY12KDg,Texas Roadhouse,223,5,,,,,,,
St.Ann,EMti-iNn83SGp3z6LngDWQ,First Watch,77,1,,,,,,,
goodlettsville,WhzuxQtjXb6BuLyN595gXA,Main Moon,43,1,,,,,,,
Dupo,mx1_2BxcIbZ1RKsGG_UPHg,Good Times Saloon,12,1,,,,,,,
Dupo,NdgNF6Bpk1nLAcKg_j_r9w,Triple Lakes Tavern,11,2,,,,,,,
Dupo,TsohTE3w1br2m0Nb-tDRDA,Dairyland,10,3,,,,,,,
Dupo,pK4u46sZdITJDF7E5lc9fw,Red Shed Storage,6,4,,,,,,,
Pedricktown,nGP-SVwlt7QxT3H3C2egNw,Salem Oak Vineyards,53,1,,,,,,,
E. Norristown,yqU9_T4-LedTDPHBuIPlFw,Dickey's Barbecue Pit,56,1,,,,,,,
boise,J2LA_8y8FtiVNT3PM8fstQ,Lost Grove Brewing,21,1,,,,,,,
boise,qYenbFrAq7cFr_MNmSBqRA,Boise Brews Cruise,17,2,,,,,,,
​Largo,S97GncBn61zqD-NqCH1SxQ,Escape FLA,15,1,,,,,,,
Kingston Springs,BZ0QeNHS5TzMieUgUQ6aJA,SKYKING PIZZA,90,1,,,,,,,
Kingston Springs,IISciL8YRhkYVT7CpvBfoA,Barleypops,57,2,,,,,,,
Kingston Springs,FbNVmZsdNul0NkaZgHusSQ,El Jardin Mexican Restaurant,51,3,,,,,,,
Kingston Springs,AcbOk6rzLDEBqQCNQ3HCCQ,Foggy Bottom Canoe Rocks,45,4,,,,,,,
Kingston Springs,L-cH4UMva8xX8A6quhtosA,Adventureworks Nashville West,34,5,,,,,,,
Trenton,A5e2SU0SOAI3wJWm_YTxCA,Halo Farm,196,1,,,,,,,
Trenton,nnJ8r-RN80f-Iaunp6smyA,1911 Smoke House Barbeque,141,2,,,,,,,
Trenton,NRl9bD37QQUmdgW8AhUwZw,Rozmaryn Restaurant,117,3,,,,,,,
Trenton,PuV-DKm8wb2U-3m0t86dhg,Metro Italian Family Restaurant & Grill,115,4,,,,,,,
Trenton,zw6b8aTnKUiG2b-9I7Gbcw,Broad Street Diner,99,5,,,,,,,
Wanamaker,VmDPxttRJHt-ELbLEoeZaw,Wheatley's,51,1,,,,,,,
Upland,3TkP4w6zJc473_jgaTTfKA,Upland Diner,59,1,,,,,,,
Upland,TC604S9S-7_AjNIo3qCaiQ,Crozer-Chester Medical Center,49,2,,,,,,,
Upland,SL2KmQz1NFdVhXWhJT6wJQ,Sam & Sam Meats,9,3,,,,,,,
Twin Oaks,g2hkkxwC2llfR-eYr0HPvQ,China 1,52,1,,,,,,,
Twin Oaks,1eRsH1uq6jwqcwoB7N8sDQ,Apple Dental,11,2,,,,,,,
Twin Oaks,ubDZpV0ratogOIy3L6HZgg,Pizza Hut,8,3,,,,,,,
Twin Oaks,5r0Ikncb46GC3iK1lru1Hw,Dunkin’,8,4,,,,,,,
Balm,mw2O6hiLqgQqjtzPsjrbTg,Goodson Farms,105,1,,,,,,,
Balm,jmupSD9dSQ9Ch2NevMAXbg,Premier Paver Restoration,6,2,,,,,,,
North Coventry Township,Ug9b04y6CXzewYZ230xflQ,Ruffin-it Barbecue,9,1,,,,,,,
"Palm Harbor, FL",yzzAJll9uYnfxy5BUwGpTw,Royalty Fine Jewelers,6,1,,,,,,,
Morton,xChMObt9ZnF8mhekiNkxDg,Engine 23 Smokehouse BBQ,107,1,,,,,,,
Morton,1E5h3CFrNZetWcWQut-KwA,The Coffee Station,93,2,,,,,,,
Morton,iBtZh4BOCjW-ZH3rrbSWVA,Oliver Heating & Cooling,76,3,,,,,,,
Morton,VTW1lze7qeAc0HykFT-3rw,Little Basil,52,4,,,,,,,
Morton,xXdZGDoVANQvqvRSjrkQtQ,Pappou's Pizza Pub,47,5,,,,,,,
Sahuarita,#NAME?,Pub 1922,267,1,,,,,,,
Sahuarita,DC4pCe58a8YwsgL_jUuwMQ,Titan Missile Museum,205,2,,,,,,,
Sahuarita,cRqaTrYHI0RXK6p2qjGnkw,MOD Pizza,100,3,,,,,,,
Sahuarita,irCGvg8WzbxXRozYRCBhwg,Asian Sky,93,4,,,,,,,
Sahuarita,5ewePyN_mEE_79OmYyYBEA,McDonald's,90,5,,,,,,,
Ardmore,hPmbL4VRqWXJAmcIGoLovg,Not Your Average Joe's,497,1,,,,,,,
Ardmore,gK9CdFaCXmHoW8aLfXiSqg,Tired Hands Fermentaria,470,2,,,,,,,
Ardmore,5zTGhEeKl6Kz-ULDgyOurg,Tired Hands Brewing,465,3,,,,,,,
Ardmore,q16UE_FA0cC2aSTfm3AlJA,Besito Mexican Restaurant,316,4,,,,,,,
Ardmore,Nl2qLSBPH2iTce-abC17wQ,El Limon,313,5,,,,,,,
Waggaman,R_9ix2fEgsrM8ke5L6zWeA,Cedar Grove Tchoupitoulas Plantation,8,1,,,,,,,
Waggaman,s-MNI1PryGuQGQx4fZiFag,Brothers Food Mart,5,2,,,,,,,
"Safety Harbor,",Vfhz9Xwi_Fi34PYXUK9Qyg,The Gutter Man of Tampa Bay,10,1,,,,,,,
Brownsburg,t8e4ZUR8p0CEWgMLIYtBwA,Panoony's Pizza and Wings,196,1,,,,,,,
Brownsburg,rcSmNigVYkJzz-pzd5nIMA,Boulder Creek,176,2,,,,,,,
Brownsburg,EQXQ8KvVBLeOdzlwXjwGYA,Best Friends Coffee & Bagels,167,3,,,,,,,
Brownsburg,8A0EhF01B4Cia4ViORB6jg,Rockstar Pizza,143,4,,,,,,,
Brownsburg,VfzmaJxyM6aMTQR0IlDewA,Scotty's Brewhouse,126,5,,,,,,,
Redington Shore,TxOlrZS2ockuZxSXeRBW9Q,The Lobster Pot Restaurant,25,1,,,,,,,
Luling,T1z9lQA9DM61ofE_gsj2UA,Dots Diner - Luling,59,1,,,,,,,
Luling,brmx8fQ7JQMHgfU_Req7HA,Gonzo's Smokehouse & BBQ,19,2,,,,,,,
Luling,g8v6jhm727cq1SQ_Dr_MIg,NTB - National Tire & Battery,15,3,,,,,,,
Luling,r91iGIKnHX-lltjDjaH9RA,Anytime Fitness,8,4,,,,,,,
Luling,6Px-BSUjZvSjD0mZkNOjQQ,Grand Ridge Golf Club,6,5,,,,,,,
North Maple Shade,CgjnN9m3BSiJcKS0DAJ2Rg,"Sensational Host Caterers, Inc",21,1,,,,,,,
wimauma,05V62BosZxIQke9yXnJiRQ,Garcia's Bakery,8,1,,,,,,,
Conshohocken,wm5mQ4cSpvko9WlCq07RFw,El Limon,1032,1,,,,,,,
Conshohocken,LImOqXSWUq-E_eNZhTUzmQ,Coyote Crossing,515,2,,,,,,,
Conshohocken,vBQIBNOXsVrGNWKwaYEi7Q,The StoneRose Restaurant,405,3,,,,,,,
